season,episode,scene,quote_index,line,extra
1,5,5,0,thank you. so what does this bob guy look like? is he tall? short?,
1,5,5,2,which?,
1,5,5,4,"you've never met bob, have you?",
1,5,5,6,"oh my god, joey, for all we know this guy could be horribly...",[angela and bob walk in. bob is good-looking.]
1,5,5,8,...horribly attractive. i'll be shutting up now.,
1,5,8,0,"he is so cute. so, where did you guys grow up?",[to joey] [to angela and bob]
1,5,8,3,"how, how did that happen?",
1,5,8,5,what?,
1,5,10,0,"i've gotta tell you, bob is terrific.",
1,5,10,2,"it is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",
1,5,10,4,wow. my brother never even told me when he lost his virginity.,
1,5,13,0,"something went wrong with underdog, and they couldn't get his head to inflate. so anyway, um, his head is like flopping down broadway, right, and i'm just thinking... how inappropriate this is. um, i've got something in my eye, uh, joey, could we check it in the light, please?",[her and joey walk away from the table.]
1,5,13,1,oh my god.,
1,5,13,3,hello! were we at the same table? it's like... cocktails in appalachia.,
1,5,13,5,close? she's got her tongue in his ear.,
1,5,13,7,"joey, this is sick, it's disgusting, it's, it's—not really true, is it?",
1,5,13,9,"oh my god, what were you thinking?",
1,5,13,11,oh!,[hits him lightly]
1,5,13,13,i'm outta here.,[leaving]
1,5,13,15,really?,
1,5,13,17,"i'm so sorry, i can't believe i did this, but i couldn't stop laughing at your norman mailer story.",[angela is eating chicken wings and making the weasel-like noise joey had told bob about.]
1,5,16,5,hi.,
1,5,16,8,"we ripped that couple apart, and kept the pieces for ourselves.",
1,5,16,10,"oh, i'm sorry.",[notices his head]
1,6,2,1,"did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",
1,6,2,9,"well, go over to her! she's not with anyone.",
1,6,2,16,you could do that!,
1,6,3,4,"oh, right, right. how was your date, 'chand-lrr'?",
1,6,3,28,oh. i'm sorry it didn't work out.,
1,6,3,30,"didn't you listen to the story? i mean, this is twisted! how could you get involved with a woman like this?",
1,6,3,34,what? so you guys don't mind going out with someone else who's going out with someone else?,
1,6,3,36,"good for you, joey.",
1,6,3,40,"we're kidding. c'mon, tell us!",
1,6,4,6,...oh! i-i see you moved the green ottoman.,
1,6,4,8,how-how did that happen?,
1,6,4,10,"yeah, yeah, it's interesting.. but y'know what? just for fun, let's see what it looked like in the old spot. alright, just to compare. let's see. well, it looks good there too. let's just leave it there for a while.",[she moves it.]
1,6,4,13,"you guys, i am not that bad!",
1,6,4,15,that is so unfair!,
1,6,4,17,"okay, so i'm responsible, i'm organised. but hey, i can be a kook.",
1,6,4,19,why not?,
1,6,4,21,i could do that.,
1,6,4,23,why would someone do that?! ...one might wonder.,
1,6,4,25,stop it!! ...oh my god. it's true! who am i?,
1,6,4,30,"well, what's the part?",
1,6,4,38,oh my god.,[trying not to laugh]
1,6,5,0,"alright, alright, alright...",[joey enters with monica's paper and hands it to her.]
1,6,5,2,for what?,
1,6,5,4,"oh my god. okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",
1,6,5,7,he's in the bathroom. i don't think you wanna go in there!,
1,6,5,9,i warned you...,[rachel enters from her room.]
1,6,5,12,"oh, you got the whole night, huh?",
1,6,5,16,"sure. oh, um, chandler? y'know, the-the old monica would-would remind you to scrub that teflon pan with a plastic brush...but i'm not gonna do that.",[she opens the door and he leaves.]
1,6,8,2,"hey, waitwait, aren't you the guy that plays the butt in the new al pacino movie?",
1,6,8,14,maybe this wasn't your shot.,
1,6,8,19,"i'm sorry, joey. i'm gonna go to bed, guys.",
1,6,8,22,uh-huh!,[determined]
1,6,8,24,"doesn't matter, i'll get 'em tomorrow. or not. whenever.",[he goes to her room.]
1,6,9,0,"if it bothers you that much, just go out and get the shoes. no. don't do this. this is stupid! i don't have to prove anything, i'm gonna go get them...but then everyone will know. unless i get them, and then wake up really early and put them back! ...i need help!","[hums for a while, then gives up, and in her head] [she buries her head in her pillow.]"
1,7,3,1,"mom says it's all of manhattan, parts of brooklyn and queens, and they have no idea when it's coming back on.",
1,7,3,3,"pants and a sweater? why, mom? who am i gonna meet in a blackout? power company guys? eligible looters? could we talk about this later? ok.",[into phone] [hangs up]
1,7,7,0,hello?,
1,7,7,2,it's chandler! are you ok?,[to everyone] [on phone]
1,7,7,4,what?,
1,7,7,6,i have no idea what you just said.,
1,7,8,1,"ok, i'll go. ok, senior year of college... on a pool table.",
1,7,8,5,oh my god! what were you doing in a library?,
1,7,8,14,you did not go!,
1,7,10,10,outside.,
1,7,10,12,why not?,
1,7,10,14,and that would be?,
1,7,10,16,"joey, what's going on?",
1,7,10,18,about what?,
1,7,10,20,oh my god! i love him!,
1,7,10,23,my surprise party!,
1,7,10,25,oh stop it. joey already told me.,
1,7,10,29,"no, you are not. we tell you stuff.",
1,7,12,0,this is just bactine. it won't hurt.,[to ross] [ross flinches in pain.]
1,7,16,2,hi!,[smitten]
1,7,16,4,hi!,
1,7,16,6,hi!,
1,7,18,6,"if you want, i'll do it.",[ross looks at joey.]
1,8,2,5,i did.,
1,8,2,16,"okay, i-i d'know, you-you just- you have a quality.",
1,8,2,19,"hello? hello? oh! rachel, it's paolo calling from rome.",
1,8,2,23,"hey dad, what's up? oh god. ross, it's nana.",[listens]
1,8,3,2,"how-how are you, mom?",
1,8,3,4,what?,
1,8,3,6,nothing.,
1,8,3,8,"she is unbelievable, our mother is...",
1,8,3,10,oh god!,"[they hug.] [cut to the hospital, later. everyone is talking about nana.]"
1,8,3,11,the fuzzy little mints at the bottom of her purse.,
1,8,3,16,i know.,
1,8,3,18,"g'bye, nana.",[she kisses her on the forehead.]
1,8,3,20,ross!,[ross runs out too.]
1,8,4,11,we checked. a lot.,
1,8,6,1,dad!,
1,8,6,3,you what?,
1,8,6,5,define fun.,
1,8,6,7,"...and then we throw your body in the water... gee, that does sound fun.",
1,8,6,9,that's probably what they'll say.,
1,8,9,1,mom already called this morning to remind me not to wear my hair up. did you know my ears are not my best feature?,
1,8,9,7,are these the shoes?,
1,8,10,0,it was a really beautiful service.,
1,8,11,11,"wow, those pills really worked, huh?",
1,8,11,30,"well, sure, what with it being her funeral and all.",
1,8,11,32,that sounds like nana.,
1,8,11,34,...i can imagine.,
1,8,11,36,"that is a wonder. so tell me something, mom. if you had to do it all over again, i mean, if she was here right now, would you tell her?",
1,8,11,38,"how she drove you crazy, picking on every little detail, like your hair... for example.",
1,8,11,40,do you think things would have been better if you'd just told her the truth?,
1,8,11,42,huh.,
1,8,11,44,"oh, i think so.",
1,8,11,46,thank you. they're yours.,
1,8,12,6,"oh, that's nana, right there in the middle. 'me and the gang at java joe's'.",[reads the back]
1,8,12,8,"let's see, 1939... yeah, 24, 25?",
1,9,2,3,"hey. ross, did you know mom and dad are going to puerto rico for thanksgiving?",
1,9,2,5,"yes, they are. the blymens invited them.",
1,9,2,7,i am not wrong.,
1,9,2,9,"no, i just talked to them.",
1,9,2,19,"oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?",
1,9,2,26,"ok, i'll tell you what. how about i cook dinner at my place? i'll make it just like mom's.",
1,9,2,28,"you know, they're not actually supposed to have... i'll work on the lumps. joey, you're going home, right?",[ross looks at her sheepishly]
1,9,2,30,"and i assume, chandler, you are still boycotting all the pilgrim holidays.",
1,9,2,32,"phoebe, you're gonna be with your grandma?",
1,9,2,34,"so you're free thursday, then.",
1,9,2,36,"yeah. rach, are you thinking you're gonna make it to vail?",
1,9,4,3,"hey, rach, did you make your money?",
1,9,4,5,"rach, here's your mail.",
1,9,4,7,"no, here's your mail.",[insistently]
1,9,4,9,would you just open it?,[gives her an envelope] [rachel opens it. inside is the money she needed.]
1,9,4,11,we all chipped in.,
1,9,4,13,you owe me 20 bucks.,[to joey]
1,9,4,15,"chandler, here you go, got your traditional thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of funyuns.",[hands chandler a bag]
1,9,8,0,"mmm, looking good. ok, cider's mulling, turkey's turking, yams are yamming. what?",[notices ross is depressed]
1,9,8,2,"all right, that's it. you know what? just get out of my way and stop moping.",
1,9,8,12,that's not a question.,
1,9,8,14,"all right, fine. tonight's potatoes will be both mashed with lumps, and in the form of tots.",
1,9,8,16,ah!,
1,9,8,19,"what, phoebe, did you whip the potatoes? ross needs lumps!",
1,9,8,21,why would we do that?,
1,9,8,23,"ok, three kinds of potatoes coming up.",
1,9,8,31,got the keys? or got the keys!,
1,9,10,2,"ok, right about now the turkey should be crispy on the outside, juicy on the inside. why are we standing here?",
1,9,10,4,no i don't.,
1,9,10,6,"no i didn't. i asked, ""got the ke-eys?""",
1,9,10,9,the oven is on.,[panicked]
1,9,10,12,"well then get it, get it!",
1,9,10,14,joey!,[angry]
1,9,12,1,can you go any faster with that?,
1,9,12,3,why do you guys have so many keys in there anyway?,
1,9,12,6,i swear you said you had the keys.,
1,9,12,9,why would i have the keys?,
1,9,12,11,but i didn't.,
1,9,12,13,why?,
1,9,12,15,why?,
1,9,12,17,"why? because everything is my responsibility? isn't it enough that i'm making thanksgiving dinner for everyone? you know, everyone wants a different kind of potatoes, so i'm making different kinds of potatoes. does anybody care what kind of potatoes i want? nooooo, no, no! just as long as phoebe gets her peas and onions, and mario gets his tots, and it's my first thanksgiving, and it's all burned, and, and i... i...",[starting to cry]
1,9,12,19,"well, the turkey's burnt. potatoes are ruined, potatoes are ruined, potatoes are ruined.","[checking pots] [ross enters, singing.]"
1,9,12,21,"no, it doesn't, does it? but you wanted lumps, ross? well, here you go, buddy, ya got one.",[picks up the pan of badly burnt potatoes]
1,9,12,24,"oh, really? so why was i busting my ass to make this delicious thanksgiving dinner?",
1,9,12,26,"stop it, stop it, stop it!",
1,9,12,32,"ooh, ugly naked dancing!",
1,9,12,38,does anybody wanna split this with me?,[holding sandwich]
1,9,12,41,make a wish?,
1,10,1,2,w-wait. what is that?,
1,10,1,4,"no, no, i don't.",
1,10,1,9,"ross, is he gonna live with you, like, in your apartment?",
1,10,1,11,why don't you just get a roommate?,
1,10,2,3,"so, how'd it go?",
1,10,2,7,so what are you gonna be?,
1,10,3,4,i think it's romantic.,
1,10,3,11,what?!,
1,10,3,14,"yeah, but janice? that-that was like the worst breakup in history!",
1,10,3,20,ross! he's playing with my spatulas again!,
1,10,3,22,do you always have to bring him here?,
1,10,5,1,"i'm sorry, okay. it's just that chandler has somebody, and phoebe has somebody- i thought i'd ask fun bobby.",
1,10,5,3,yeah.,
1,10,5,19,what's the matter?,
1,10,7,2,vividly.,[someone knocks on the door; monica gets it]
1,10,7,3,hi.,
1,10,7,8,that thing is not coming in here.,
1,10,7,10,i'm guessing your new girlfriend wouldn't urinate on my coffee table.,
1,10,7,12,alright. just keep him away from me.,
1,10,7,14,"oh my gosh! rachel, honey.. are you okay? where-where's paolo?",
1,10,7,27,hey everybody! it's fun bobby!,[everyone cheers. monica opens the door. bobby is obviously very depressed]
1,10,7,64,not everybody's happy. hey bobby!,[bobby waves and then bursts into tears. midnight comes and everyone at the party except for the gang cheers and kisses]
1,10,7,68,so i'm kissing everyone?,
1,11,1,1,why?,
1,11,1,3,"oh my god. phoebe. don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.",[grabs phoebe and turns her away]
1,11,1,5,"he's coming. be cool, be cool, be cool.",[the guy walks past them]
1,11,1,9,we are not going to whistle.,
1,11,1,11,no!,
1,11,1,13,no!,
1,11,1,15,woo-woo!,"[shouts to the guy] [the guy turns round, startled. monica points to phoebe. the guy gets hit by a truck]"
1,11,2,0,"why did i 'woo-hoo'? i mean, what was i hoping would happen? that-that he'd turn round and say 'i love that sound, i must have you now'?",
1,11,2,2,"phoebe, what are you doing?",
1,11,2,4,"i wish we at least knew his name... look at that face. i mean, even sleeping, he looks smart. i bet he's a lawyer.",
1,11,2,6,"okay, he's a lawyer, who teaches sculpting on the side. and- he can dance!",
1,11,2,8,i wish all guys could be like him.,
1,11,3,1,he doesn't have anyone.,
1,11,3,18,last night.,
1,11,4,0,"let's see. congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.","[next is a shot of them dragging an enormous plant into the room, then monica knitting a sweater, then phoebe singing, then phoebe shaving him and chatting to monica]"
1,11,4,2,nah... not-not special enough.,
1,11,4,4,waaay too special.,
1,11,5,8,yeah.,
1,11,6,35,what are you guys doing here?,[entering]
1,11,6,37,...what did i ask?,
1,11,7,0,hi.,
1,11,7,2,what are you doing here?,
1,11,7,4,i'm not really here. just thought i'd drop these off...on the way.. my way... do you come here a lot? without me?,
1,11,7,6,how would i know? i-i wasn't here.,
1,11,9,0,hey.,
1,11,9,2,"'a woman undone, by rachel karen green'.",[reading]
1,11,9,4,"yeah, i'd say so. and there's no 'j' in 'engorged'.",[reads]
1,11,9,8,hello.,
1,11,9,10,"no, you?",
1,11,9,12,you just asked me.,
1,11,10,1,oh! you're awake!,
1,11,10,4,you look good!,
1,11,10,6,"oh, sorry.",
1,11,10,8,i'm monica geller. i've been taking care of you.,
1,11,10,12,i got you the foot massager.,
1,11,10,14,i read to you.,
1,11,10,17,"oh, my pleasure.",
1,11,10,21,"""see you around?""",
1,11,10,23,"oh, i don't know. maybe, um, ""that was nice?"" admit something to me? ""i'll call you?""",
1,11,10,26,"this is so typical. y'know, we give, and we give, and we give. and then- we just get nothing back! and then one day, y'know, it's just, you wake up, and ""see you around!"" let's go, phoebe.",
1,11,12,1,what's a 'niffle'?,
1,12,2,0,"aunt syl, stop yelling! all i'm saying is that if you had told me vegetarian lasagna, i would have made vegetarian lasagna. well, the meat's only every third layer, maybe you could scrape.","[pauses, listens to person on phone] [camera moves to chandler, phoebe, ross, and joey sitting in living room]"
1,12,2,6,"aunt syl, i did this as a favor, i am not a caterer. what do you want me to do with a dozen lasagnas? nice talk, aunt syl. you kiss uncle freddie with that mouth?","[listens to aunt syl on phone, looks shocked] [in new york accent] [camera pans back to group in living room]"
1,12,2,13,"so, did i hear poconos?",
1,12,2,16,"yeah, that's a big step.",
1,12,7,1,and monica knows...,
1,12,7,3,"carol called me to thank me for the lasagna, i asked, she told me.",
1,12,7,6,"i'm sorry, i'm just excited about being an aunt!",
1,12,7,12,"phoebe, what's the matter?",
1,12,7,18,"phoebe, what is it?",
1,12,8,0,"well, what happened?",
1,12,8,4,are you sure?,[the flashback resumes with paolo grabbing her butt.] [cut back to central perk.]
1,12,8,6,was it...?,
1,12,8,11,oh!,
1,12,11,3,"so how does this work, you going to balance the plates on these little guys' heads?",
1,12,11,5,heads up ross! score! you suck!,[monica scores on chandler and joey] [points at chandler] [chandler looks at joey in amazement]
1,12,13,1,we should get over there and see if she's okay. just one...second! score! game! come on.,"[switching places with ross] [monica scores, high-fives with ross] [monica and phoebe leave]"
1,12,14,2,"don't stare. now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, , ok, that is either, ""how could you?"" or, ""enormous breasts!"" here he comes!",[shows rachel gesturing with hands in front of her chest]
