season,episode,scene,quote_index,line,extra
1,2,1,1,"yeah, right!.......y'serious?",
1,2,1,9,....are we still talking about sex?,[pause]
1,2,3,3,"yeah, sorry, the swallowing slowed me down.",
1,2,3,10,"yeah, calm down. you don't see ross getting all chaotic and twirly every time they come.",
1,2,3,22,oh! yeah!,
1,2,3,23,"alright, when'd'ya have it on last?",
1,2,3,51,".....well, this is still ruined, right?",
1,2,5,0,"your folks are really that bad, huh?",
1,2,11,1,what are we supposed to be seeing here?,
1,3,1,8,"since always. it's like dating language. y'know, like 'it's not you' means 'it is you'.",
1,3,1,12,yeah. cushions the blow.,
1,3,2,1,"""warden, in five minutes my pain will be over. but you'll have to live with the knowledge that you sent an honest man to die.""",
1,3,2,3,thanks! let's keep going.,
1,3,2,5,"""i just wanna go back to my cell. 'cause in my cell, i can smoke.""",
1,3,2,8,what?,
1,3,2,11,whoah!,
1,3,2,13,hey!,
1,3,2,16,"no no no, i am not giving you a cigarette.",
1,3,2,19,y'miss it?,
1,3,3,1,that's ridiculous!,
1,3,3,6,"y'okay, phoebe?",
1,3,3,14,what are you talking about? keep it!,
1,3,3,35,so when do we get to meet the guy?,
1,3,5,0,"let it go, ross.",
1,3,5,5,"you can come in, but your filter-tipped little buddy has to stay outside!","[chandler sulkilty picks up a garbage can lid and uses it as an umbrella.] [phoebe enters, walks to the couch, sits down, and begins to read a letter without saying hi.]"
1,3,5,11,chandler! he's here!,"[shouting to chandler] [chandler comes in, dripping wet.]"
1,3,5,25,know what was great? the way his smile was kinda crooked.,
1,3,6,4,alan.,
1,3,10,11,...does the knuckle-cracking bother everybody?,
1,3,10,13,"well, is it, like, a little annoying, or is it like when phoebe chews her hair?",[phoebe spits out her hair.]
1,3,10,15,"oh, ""you do, do you""?",[imitating ross] [monica laughs and snorts.]
1,3,12,0,do you have any respect for your body?,
1,3,13,14,what's going on?,"[dragged in by monica, he has just gotten out of the shower]"
1,3,13,16,even nicer when everyone gets to wear their underwear..,
1,3,13,18,"oh, god!",[hurriedly closes his legs.]
1,3,13,29,so that's it? it's over? just like that?,
1,3,13,32,okay!,
1,4,1,7,probably kill myself!,
1,4,1,9,"hey, if little joey's dead, then i got no reason to live!",
1,4,1,11,"you are ? ross, i'm sorry..",
1,4,2,11,"...ninety-five, ninety-six, ninety-seven. see, i told you! less than a hundred steps from our place to here.",
1,4,2,13,"hey! here's the birthday boy! ross, check it out hockey tickets, rangers-penguins, tonight at the garden, and we're taking you.",[to ross]
1,4,2,15,"we love you, man.",[kisses ross]
1,4,2,17,so?,
1,4,2,23,what's wrong with the twentieth?,
1,4,2,26,"the hell with hockey, let's all do that!",
1,4,2,30,"c'mon, ross!",
1,4,2,39,"oh, you're fine, yeah, for a first job.",
1,4,3,1,leetch spots messier in the crease- there's the pass!,"[he kicks it to ross, but ross is staring into a shop window.]"
1,4,3,4,what?,
1,4,3,8,-peaches?,
1,4,3,12,"hey, that woman's got an ass like carol's! what? thought we were trying to find stuff.",[they turn to stare at him.]
1,4,6,3,"c'mon, sit. just sit down, sit.",
1,4,9,6,"well, how long do you think it'll be?",
1,4,13,2,"he's right, enough, already. what is the big deal about today? so you slept with her for the first time, so what? you slept with her for seven years after that.",
1,4,13,8,what?,
1,4,13,10,with carol? oh.,[ross gives him a look.]
1,4,13,12,"whoah, boy, hockey was a big mistake! there was a whole bunch of stuff we could've done tonight!",
1,4,15,0,man. can you believe he's only had sex with one woman?,
1,4,15,2,really?,
1,4,15,9,"oh, ah- the kid has it.",
1,5,1,4,"ok, you know what blows my mind? women can see breasts any time they want. you just look down and there they are. how you get any work done is beyond me.",
1,5,2,1,"no plans, huh?",
1,5,2,7,"why do you have to break up with her? be a man, just stop calling.",
1,5,2,25,"my god, angela.",[angela takes a seat at the counter.]
1,5,2,28,"no, yeah, no, ok, but not yet. i don't wanna seem too eager. one mississippi, two mississippi, three mississippi. that seems pretty cool. hey, angela.",[he walks over to her]
1,5,2,30,you look good.,
1,5,2,32,you don't say.,"[cut to ross and rachel, talking next to one of the tables.]"
1,5,2,42,bob? who the hell's bob?,
1,5,2,44,"come on, we were great together. and not just at the fun stuff, but like, talking too.",
1,5,2,46,what?,
1,5,2,48,"fine, fine, so, why don't the four of us go out and have dinner together tonight? you know, as friends?",
1,5,2,50,"you know, you and bob, and me and my girlfriend, uh, uh, monica.",
1,5,3,0,"monica, i'm tellin' you, this guy is perfect for you.",
1,5,3,2,"come on. this guy's great. his name's bob. he's angela's... brother. he's smart, he's sophisticated, and he has a real job. me, i go on three auditions a month and call myself an actor, but bob is...",
1,5,3,4,what?,
1,5,3,6,"eww! look, i'm asking a favor here. if i do this for her brother, maybe angela will come back to me.",
1,5,3,8,"i know, but, i made a huge mistake. i never should have broken up with her. will you help me? please?",[proud]
1,5,5,1,yep.,
1,5,5,3,which what?,
1,5,5,5,"no, but he's...",
1,5,8,4,oh my god.,
1,5,8,6,i suddenly had the feeling that i was falling. but i'm not. commercial break,
1,5,9,0,"so, you and angela, huh?",
1,5,9,2,"you're a lucky man. you know what i miss the most about her? that cute nibbly noise when she eats. like a happy little squirrel, or a weasel.",
1,5,9,4,"oh, yeah, yeah, listen for it.",
1,5,9,6,"yeah, but it's not gonna last. she's too much for me in bed. sexually.",
1,5,13,2,what?,
1,5,13,4,"come on, they're close.",
1,5,13,6,"oh, like you've never gotten a little rambunctious with ross.",
1,5,13,8,"well, who's to say what's true? i mean...",
1,5,13,10,"all right, look, i'm not proud of this, ok? well, maybe i am a little.",
1,5,13,12,ow!,
1,5,13,14,"wait, wait, wait. you want him, i want her. he likes you.",
1,5,13,16,"yeah. i'm thinking, if we put our heads together, between the two of us, we can break them up.","[time lapse, monica accidentally spilled her drink on bob's shirt and is wiping it off. joey is making eyes at angela.]"
1,5,13,18,"uh, waiter, one more plate of chicken wings over here.",
1,5,16,7,excellent.,
1,6,1,4,"vell, eva, ve've done some excellent vork here, and i vould have to say, your pwoblem is qviiite clear. all you want is a dingle, what you envy's a schwang, a thing through which you can tinkle, or play with, or simply let hang...",[he goes into a song and dance number.]
1,6,2,28,whadja think?,[pause]
1,6,2,30,"c'mon, you guys, it wasn't that bad. it was better than that thing i did with the trolls, at least you got to see my head.",
1,6,2,34,"the estelle leonard talent agency. wow, an agency left me its card! maybe they wanna sign me!",
1,6,3,12,who's rick?,
1,6,3,35,i couldn't do it.,
1,6,3,37,"when i'm with a woman, i need to know that i'm going out with more people than she is.",
1,6,4,28,"uh huh.. uh huh... oh my god! okay! okay, i'll be there! that was my agent. my agent has just gotten me a job...in the new al pacino movie!",[on phone] [he hangs up and to all.] [he tosses and catches the phone.]
1,6,4,31,"can you believe this? al pacino! this guy's the reason i became an actor! ""i'm out of order? pfeeeh. you're out of order! this whole courtroom's out of order!""",
1,6,4,33,"""just when i thought i was out, they pull me back in!""",
1,6,4,35,...i'm his,[mumbles]
1,6,4,37,"...i'm his butt double. 'kay? i play al pacino's butt. alright? he goes into the shower, and then- i'm his butt.",
1,6,4,39,"c'mon, you guys. this is a real movie, and al pacino's in it, and that's big!",
1,6,4,41,"okay, okay, fine! make jokes, i don't care! this is a big break for me!",
1,6,5,1,here. i need to borrow some moisturizer.,
1,6,5,3,whaddya think? today's the big day!,
1,6,5,5,thank you!,[he goes into the bathroom.] [chandler enters with the phone.]
1,6,6,1,"uh, listen, i just wanna thank you for this great opportunity.",
1,6,6,3,me?,
1,6,6,5,right. okay. losing the robe. and the robe is lost.,[he takes off the robe.]
1,6,6,8,"well, i'm- i'm showering.",
1,6,6,10,"oh. well, the way i see it, the guy's upset here, y'know? i mean, his wife's dead, his brother's missing... i think his butt would be angry here.",
1,6,6,12,i was going for quiet desperation. but if you have to ask...,
1,6,8,3,nope.,
1,6,8,7,i got fired.,
1,6,8,9,"yeah, they said i acted too much with it. i told everybody about this! now everybody's gonna go to the theatre, expecting to see me, and...",
1,6,8,11,my mom will.,
1,6,8,13,"y'know, i've done nothing but crappy plays for six years. and i finally get my shot, and i blow it!",
1,6,8,16,"hard to tell, i was naked.",
1,6,8,18,yeah? that's so nice!,[they hug.] [ross and chandler look at each other and hug as well.]
1,7,5,0,hi everyone.,
1,7,5,2,"well, chandler's old roomate was jewish, and these are the only candles we have, so... happy chanukah, everyone.",
1,7,7,8,what's up man?,
1,7,7,10,"oh my god! he's trapped in an atm vestibule with jill goodacre! chandler, listen.",[to everyone] [on phone] [says something intentionally garbled]
1,7,8,4,ok... my weirdest place would have to be... the women's room on the second floor of the new york city public library.,
1,7,8,18,we have a winner!,"[time lapse, ross and rachel are talking, joey is on the couch, and monica and phoebe are out of the room.]"
1,7,8,38,it's never gonna happen.,
1,7,8,40,you and rachel.,
1,7,8,42,"because you waited too long to make your move, and now you're in the friend zone",
1,7,8,44,"ross, you're mayor of the zone.",
1,7,8,46,"priesthood! look ross, i'm telling you, she has no idea what you're thinking. if you don't ask her out soon you're going to end up stuck in the zone forever.",
1,7,8,48,"yeeeeaaaahhh! what's messing you up? the wine? the candles? the moonlight? you've just got to go up to her and say, 'rachel, i think that...'",[rachel comes into the room behind them]
1,7,10,2,are you going to do it?,
1,7,10,4,do you want any help?,
1,7,10,6,"good luck, man.",
1,7,10,8,ok.,"[ross goes out on the balcony to talk to rachel] [monica walks in, starts to go out on the balcony.]"
1,7,10,9,"hey, where are you going?",
1,7,10,11,you can't go out there.,
1,7,10,13,because of... the reason.,
1,7,10,15,"i, um, can't tell you.",
1,7,10,17,"ok, you've got to promise that you'll never, ever tell ross that i told you.",
1,7,10,19,he's planning your birthday party.,
1,7,10,21,you'd better act surprised.,[as phoebe enters]
1,7,10,27,"hey, don't look at me. this is ross's thing.",
1,7,12,1,"sorry, that was wax.",
1,7,20,4,bwah-hah-hah!,[does a maniacal laugh] [everyone starts to imitate him.]
1,7,20,7,"hey ross. this probably isn't the best time to bring it up, but you have to throw a party for monica.",
1,8,2,7,not me.,
1,8,4,5,twice?,
1,8,4,7,you guys okay?,
1,8,4,16,"now, see, i don't believe any of that. i think once you're dead, you're dead! you're gone! you're worm food! ...so chandler looks gay, huh?",[realises his tactlessness]
1,8,9,10,morning. we ready to go?,[entering with chandler]
1,8,10,2,what?,
1,8,10,4,"check it out, giants-cowboys.",[he has a pocket tv]
1,8,10,6,"no, it's the pre-game. i'm gonna watch it at the reception.",
1,8,11,24,"just a, uh... hearing disability.","[hides the tv, but he still has an earphone]"
1,8,11,26,seventeen-fourteen giants... three minutes to go in the third.,
1,8,12,10,"ooh, look-look-look-look-look! i got monica naked!",
1,9,2,11,"hey, hey.",
1,9,2,15,"yes, i am. as of today, i am officially joey tribbiani, actor slash model.",
1,9,2,18,you know those posters for the city free clinic?,
1,9,2,22,"no, but i hear lyme disease is open, so...",[crosses fingers]
1,9,2,24,thanks.,[ross comes back to the couch.]
1,9,2,29,yeah.,
1,9,4,12,we did?,[to monica]
1,9,5,0,"uh, hi. we uh, we used to work together.",
1,9,5,2,"yeah, at macy's. you were the obsession girl, right? i was the aramis guy. aramis? aramis?",[pretends to spray cologne]
1,9,5,4,i gotta tell you. you're the best in the business.,
1,9,5,6,"i'm serious. you're amazing. you know when to spritz, when to lay back.",
1,9,5,8,"ooh, you smell great tonight. what're you wearing?",
1,9,5,10,"listen, uh, you wanna go get a drink or something?",
1,9,5,12,what's wrong?,
1,9,5,14,oh. what?,
1,9,5,16,"wait, wait, wait!","[joey turns around and sees his face on a poster in the subway. the poster says, what mario isn't telling you...v.d., you never know who might have it. a variety of scenes are shown with the poster displayed all over new york city.]"
1,9,6,0,so i guess you all saw it.,
1,9,7,0,set another place for thanksgiving. my entire family thinks i have vd.,
1,9,8,7,"chandler, will you just come in already?",
1,9,8,11,"hey, monica, i got a question. i don't see any tater tots.",
1,9,8,13,"but my mom always makes them. it's like a tradition. you get a little piece of turkey on your fork, a little cranberry sauce, and a tot! it's bad enough i can't be with my family because of my disease.",
1,9,8,26,the balloon?,
1,9,10,11,"wait, wait, we have a copy of your key.",
1,9,10,13,that tone will not make me go any faster.,
1,9,10,15,that one will.,[joey leaves to get the copy of the key.]
1,9,12,0,"nope, not that one.",
1,9,12,2,"hey, i got one keyhole and about a zillion keys. you do the math.",
1,9,12,23,"hey, we all had better plans. this was nobody's first choice.",
1,9,12,25,you call that delicious?,[all shouting]
1,9,12,31,i've gotta see this. all right ugly naked guy!,
1,9,12,39,"oh, i will.",
1,9,12,43,the bigger half.,
1,10,2,4,"ahhhhhh, i didn't get the job.",
1,10,2,6,"i dunno. some fat guy's sleeping with the store manager. he's not even jolly, it's all political.",
1,10,2,8,"ah, i'm gonna be one of his helpers. it's just such a slap in the face, y'know?",
1,10,2,34,"hey, that guy's going home with more than a note!",
1,10,3,16,"hi. hi, sorry i'm late.",[he removes the coat to reveal an elf costume]
1,10,3,18,"nice shoes, huh?",[he wiggles his foot and the bells tinkle]
1,10,5,4,you know more than one fun bobby?,
1,10,5,7,"ooh ooh ooh ooh, there's no room for milk!",
1,10,5,10,"uh, four.",
1,10,5,15,"yeah, and i met this really hot single mom at the store. what's an elf to do?",
1,10,7,5,sandy! hi! c'mon in! ...you brought your kids.,"[she enters, followed by a young boy and a younger girl]"
1,10,7,19,"wow, that's, uh, dirty.",
1,10,7,21,"hey, kids...",
1,10,7,29,hey fun bobby! whoah! who died?,[approaching] [monica gestures wildly behind fun bobby's back] [time lapse. bobby is talking about his grandfather. everyone else is virtually in tears]
1,10,7,53,"there y'go, kids.",
1,10,7,55,you seen sandy?,
1,10,7,62,looks like that no date pact thing worked out.,
1,10,7,69,"nonono, you can't kiss ross, that's your brother.",
1,10,7,72,alrightalrightalright. there.,[kisses him. ross takes a photo]
1,11,3,3,i can't believe you said woowoo. i don't even say woowoo.,
1,11,3,8,"c'mon, she's your mom!",
1,11,5,39,uhhhh.... i'll just pee in the street. commercial break,
1,11,6,1,yeah.,[ross drags joey into the hall and slams the door]
1,11,6,3,right. no big deal.,
1,11,6,5,in bizarro world!! you broke the code!,
1,11,6,7,"you don't kiss your friend's mom! sisters are okay, maybe a hot-lookin' aunt... but not a mom, never a mom!",[chandler opens the door and startles them. he picks up the paper]
1,11,6,10,"yeah, well, you don't have your racket.",
1,11,6,12,"yeah, well you didn't call and leave your grip size.",
1,11,6,15,"ross, how could you let this happen?",
1,11,6,17,you don't think my mom's sexy?,
1,11,6,19,"i'll have you know that gloria tribbiani was a handsome woman in her day, alright? you think it's easy giving birth to seven children?",
1,11,6,25,he forgot to leave his grip size!,
1,11,6,31,so are you gonna tell him?,
1,11,6,33,"how about 'cause if you don't, his mother might.",
1,11,6,36,uhhhh.... he's not even wearing a jockstrap!,
1,11,8,7,"uh... y'know, knowledge is a tricky thing.",
1,11,8,9,"hey, hey, hey, you're lucky i caught them when i did, or else who knows what woulda happened.",
1,11,8,17,"me neither, y'know what-",
1,11,8,19,what are you mad at me for?!,
1,11,8,22,"chandler, i didn't kiss her, he did! see what happens when you break the code?",[shouting after him] [to ross]
1,11,8,24,ah! huh?,[points to door] [leaves and slams the door]
1,11,9,15,"now, here's a picture of my mother and father on their wedding day. now you tell me she's not a knockout.","[to ross, on the couch]"
1,11,9,17,"c'mon! just try to picture her not pregnant, that's all.",
1,11,9,24,mother-kisser... i'll shut up.,[laughing] [sees ross's look]
1,11,11,9,"shh. he did it. he told her off, and not just about the kiss, about everything.",
1,11,11,11,"no, no. he said ""when are you gonna grow up and start being a mom?""",
1,11,11,13,"then she came back with ""the question is, when are you gonna grow up and realise i have a bomb?""",
1,11,11,15,that makes more sense.,
1,11,11,17,"i dunno, i've been standing here spelling it out for you! i don't hear anything. oh, wait, wait, wait.",[goes back to the door] [looks through the spyhole]
1,11,11,19,"hard to tell, they're so tiny and upside-down. wait, wait. they're walking away... they're walking away... no, no they're not, they're coming right at us! run! run!","[joey runs off down the hall. ross tries monica and rachel's apartment, but it is locked so he has to stand in the hall and pretend he wasn't listening. chandler and his mom come out]"
1,11,12,2,you usually find them on the 'heaving beasts'.,
1,12,2,1,"ross, did you really read all these baby books?",
1,12,2,7,"hey ross, listen, you know that right now, your baby's only this big? this is your baby. hi daddy!",[measures about 2 inches with his thumb and index finger] [in baby-like voice]
1,12,2,9,how come you don't live with mommy? how come mommy lives with that other lady? what's a lesbian?,"[in baby-like voice] [pause; shows ross less than amused] [pause; ross still looks less than amused; joey smiling] [playfully hits ross] [rachel enters with paolo, speaking italian. ross looks annoyed]"
1,12,3,0,"i love babies, with their little baby shoes, and their little baby toes, and their little baby hands...",
1,12,3,2,need a new table.,
1,12,5,1,that's the rule.,
1,12,5,3,how'd you get to that?,
1,12,5,5,you knew about that?,
1,12,5,7,"ok, ok, how about if we split it?",
1,12,5,9,yeah,
1,12,5,11,why not?,
1,12,5,13,"why, are you moving out?",
1,12,5,15,you'd tell me if you were moving out right,
1,12,5,17,"aw, i know all about kip!",
1,12,5,19,"well, let me ask you something, was kip a better roommate than me?",
1,12,7,4,so what's it gonna be?,[monica whispers in joey's ear. ross gets up and waves arms frantically in protest]
1,12,7,7,or an uncle... joey and,[phoebe enters]
1,12,7,16,"hey, chandler, that table place closes at 7, come on.",
1,12,7,22,"whoa, store will be open tomorrow!",
1,12,8,17,feminist issue. that's where i went!,
1,12,9,0,"will you pick one, just pick one! here, how about that one?",[points to a table]
1,12,9,2,"so what, like people are gonna come in and think, ""uh-oh, i'm outside again?"" of course!",
1,12,9,4,"i don't know, birds just don't say, ""hello, sit here, eat something.""",
1,12,9,6,"all right, how about the ladybugs?",
1,12,9,8,"fine, you want to get the birds, get the birds!",
1,12,11,4,"who cares, we'll eat at the sink! come on, let's play!",
1,12,13,3,"no-no, she kicked our butts. you could be on the olympic standing-there team.",
1,12,13,7,"yes, now is when you swoop! you gotta make sure that when paolo walks out of there, the first guy rachel sees is you, she's gotta know that you're everything he's not! you're like, like the anti-paolo!",
1,12,14,41,wha-,
1,12,14,44,hey!,
1,12,15,3,"uh, it's 2 30 in the morning!",
1,12,15,7,oh yeah!,
1,13,2,32,"hey you guys. hey, you all know my dad, right?",
1,13,2,41,"dad, dad.",[shakes his head]
1,13,3,1,"hey ma. listen, i made the appointment with dr. bazida, and... excuse me? did you know this isn't ma?",[snatches the phone] [to his dad] [his dad nods. cut to later. joey is chopping mushrooms]
1,13,3,3,sure. so how long you been...,[goes back to chopping]
1,13,3,5,since then?!,
1,13,3,7,...i d'know.,
1,13,3,9,you're one to talk.,[puts the mushrooms in a saucepan]
1,13,3,11,oh man. please tell me one of 'em is ma.,
1,13,4,0,"it's like if you woke up one day and found out your dad was leading this double life. he's like actually some spy, working for the c.i.a. that'd be cool.... this blows!",[considers]
1,13,4,13,what's the matter with rog?,
1,13,5,0,"night, you guys.",[they notice that a woman is sitting by their door]
1,13,5,2,"hey. can, uh, can we help you?",
1,13,5,4,i'm joey tribbiani.,
1,13,6,4,"dad, ronni's here.",
1,13,6,14,who-ah-ho.,
1,13,6,17,no you won't.,
1,13,6,19,if you go to a hotel you'll be...doing stuff. i want you right here where i can keep an eye on you.,
1,13,6,21,"that's right, mister, and i don't care how old you are, as long as you're under my roof you're gonna live by my rules. and that means no sleeping with your girlfriend.",
1,13,6,23,"now dad, you'll be in my room, ronni uh, you can stay in chandler's room.",
1,13,6,26,"okay. now this is just for tonight. starting tomorrow, you gotta make a change. this has gone on long enough.",
1,13,6,28,"well, either you break it off with ronni",
1,13,6,30,then you gotta come clean with ma! this is not right!,
1,13,6,32,i don't wanna hear it! now go to my room!,
1,13,7,1,just trying to get comfortable. i can't sleep in my underwear.,
1,13,7,3,"i've been thinking. y'know, about how i'm always seeing girls on top of girls...",
1,13,7,5,"y'know what i mean, about how i'm always going out with all these women. and i always figured, when the right one comes along, i'd be able to be a stand-up guy and go the distance, y'know? now i'm looking at my dad, thinking...",
1,13,7,7,no.,
1,13,7,9,you really think so?,
1,13,7,11,"thanks, chandler.",[snuggles up to him]
1,13,8,16,what's the matter with you?!,[runs out in a towel]
1,13,10,0,ma! what're you doing here?,
1,13,10,2,oww! big ring!,
1,13,10,4,"hold on, you-you knew?",
1,13,10,6,"so then how could you i mean, how could you?!",
1,13,10,8,"ma, i don't mean to be disrespectful, but... what the hell are you talking about?! i mean, what about you?",
1,13,10,10,i'm...happy...for you?,
1,13,10,12,"ma, i'm sorry. i just did what i thought you'd want.",
1,13,10,14,yeah. you're ten times prettier than she is.,
1,13,10,16,with this ring? no contest.,[her engagement ring.]
1,13,12,1,"yeah. he's gonna keep cheating on my ma like she wanted, she's gonna keep pretending she doesn't know even though she does, and my little sister tina can't see her husband any more because he got a restraining order...which has nothing to do with anything except that i found out today.",
1,13,12,5,"yeah, i guess. it's just parents, after a certain point, you gotta let go. even if you know better, you've gotta let them make their own mistakes.",
1,13,13,1,clear the tracks for the boobie payback express. next stop rachel green.,"[he goes into the bathroom. we hear a scream and he comes out, closely followed by monica in a towel]"
1,13,13,3,sorry. wrong boobies.,[he leaves. cut to monica entering chandler and joey's apartment. she sneaks up to the shower door]
1,14,1,0,"i'm tellin' you ross, she wants you.",
1,14,1,4,you're in!,
1,14,1,9,"excuse me, could we get an egg over here, still in the shell? thanks.",
1,14,1,11,"yeah, you're gonna go up to her and say, ""here's your egg back, i'm returning your egg.""",
1,14,1,15,think it'll work?,
1,14,2,7,"actually, tomorrow night kinda depends on how tonight goes.",
1,14,2,9,"no, no, no, don't you dare bail on me. the only reason she's goin' out with me is because i said i could bring a friend for her friend.",
1,14,2,11,"pathetic mess? i know, but—come on, man, she's needy, she's vulnerable. i'm thinkin', cha-ching! thanks. look, you have not been out with a woman since janice. you're doin' this.",[rachel throws a roll at joey. he picks it up and eats it.]
1,14,3,0,how do i look?,[looking at himself in the reflection on a knife]
1,14,4,1,"no, no, no, don't! i've been waitin' for like, forever to go out with lorraine. just calm down.",
1,14,4,3,"can you stop yellin'? you're makin' me nervous, and i can't go when i'm nervous.",[at the urinal]
1,14,6,1,"good for you. uh, quarters or rolls of quarters?",[jumps suddenly]
1,14,6,5,we can't do that.,[to lorraine]
1,14,6,7,"uh, can i talk to you for a second, over there?",[chandler and joey leave the table.]
1,14,6,8,"uh, we might be leaving now.",
1,14,6,10,"she said she wants to slather my body with stuff and then lick it off. i'm not even sure what slathering is, but i definitely want to be a part of it.",
1,14,6,12,"you're right, i'm sorry. you're right.",
1,14,6,14,"i'm outta here. here's my credit card. dinner's on me. i'm sorry, chandler.",
1,14,8,12,whoa.,[in disbelief]
1,14,11,1,i don't know. you dumped her on new year's.,
1,14,11,6,"if you don't do it, i will.",[to chandler]
1,15,1,1,thank you.,
1,15,3,18,so what're you going to do?,
1,15,4,21,"how about tony's? if you can finish a 32-ounce steak, it's free.",
1,15,4,30,"so.... back to your place...you thinking, maybe... huh-huh?","[aside to ross] [gestures with hands, back and forth]"
1,15,4,32,"i'm telling you, that monkey is a chick magnet! she's going to take one look at his furry, cute little face and it'll seal the deal.",
1,15,6,1,mmmm. good.,[tasting]
1,15,6,3,it's creamier.,
1,15,6,5,"i don't know. we're talking about whipped fish, monica. i'm just happy i'm keeping it down, y'know?","[chandler kicks the door closed, angrily. his clothes are askew, he looks beat.]"
1,15,6,19,uh-oh.,
1,15,8,0,vulva ?,[in disbelief]
1,15,8,2,whoaa!! you cuddled? how many times??,[sarcastic]
1,15,8,4,what's the big deal? you just say what you want to do to her. or what you want her to do to you. or what you think other people might be doing to each other. i'll tell you what. just try something on me.,
1,15,8,6,"why not? come on! just, just close your eyes and tell me what you'd like to be doing right now.",
1,15,8,8,....yeah... what else?,
1,15,8,10,"alright, look, i'll start, ok?",[walks to catch up to him]
1,15,8,12,"come on. come on. alright, ready, look! oh... ross.... you get me so hot. i want your lips on me now",[in a low voice]
1,15,8,14,"alright, now you say something.",
1,15,8,16,"come on! you like this woman, right?",
1,15,8,18,"you want to see her again, right?",
1,15,8,20,"well if you can't talk dirty to me, how're you going to talk dirty to her? now tell me you want to caress my butt!",
1,15,8,22,"alright, alright. i'm around. go ahead.",[turning around]
1,15,8,24,there you go! keep going. keep going!,
1,15,8,28,say it... say it!,
1,15,8,32,you're not going to believe this!,
1,15,8,34,"hey chandler, while you were sleeping that guy from your old job called again.",
1,15,8,36,"and again, and again, and again... hello? and again.","[phone rings, he answers] [hands phone to chandler]"
1,15,12,0,what a tool!,
1,15,12,6,"so, er... how did it go with celia?",[to ross]
1,15,12,8,"all right, ross!",
1,15,12,10,whoa! and the... huh-huh?,[gestures with hands]
1,15,12,12,you cuddled.,
1,15,12,16,"yeah, where the hell is he?",
1,16,1,1,"there’s the waitress. excuse me, miss. hello, miss?","[ursula spins around looking puzzled, quite unable to tell where the sound is coming from.]"
1,16,1,6,"no, no... how come you are working here?",
1,16,1,10,"ler and joey no, no, no!",
1,16,2,5,i’m sayin’ i see a difference.,
1,16,2,7,i don’t care. phoebe’s phoebe. ursula’s... hot!,[joey and chandler come indoors.]
1,16,2,9,yeah.,
1,16,2,12,"hey pheebs, guess who we saw today.",
